loading data files...
Word vocab size: 10000, Char vocab size: 51
2017-03-11 06:54:07,928 Epoch[59] Batch [120]	Speed: 11.24 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 06:57:53,226 Epoch[59] Batch [140]	Speed: 11.36 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 07:01:36,459 Epoch[59] Batch [160]	Speed: 11.47 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 07:05:19,770 Epoch[59] Batch [180]	Speed: 11.46 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 07:09:03,535 Epoch[59] Batch [200]	Speed: 11.44 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 07:10:10,226 Epoch[59] Resetting Data Iterator
2017-03-11 07:10:10,226 Epoch[59] Time cost=2306.199
2017-03-11 07:11:14,772 Epoch[59] Validation-Perplexity=10000000000.013933
2017-03-11 07:14:53,420 Epoch[60] Batch [20]	Speed: 11.92 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 07:18:41,350 Epoch[60] Batch [40]	Speed: 11.23 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 07:22:27,089 Epoch[60] Batch [60]	Speed: 11.34 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 07:26:11,031 Epoch[60] Batch [80]	Speed: 11.43 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 07:29:55,282 Epoch[60] Batch [100]	Speed: 11.42 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 07:33:38,698 Epoch[60] Batch [120]	Speed: 11.46 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 07:37:23,137 Epoch[60] Batch [140]	Speed: 11.41 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 07:41:05,153 Epoch[60] Batch [160]	Speed: 11.53 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 07:44:50,499 Epoch[60] Batch [180]	Speed: 11.36 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 07:48:33,440 Epoch[60] Batch [200]	Speed: 11.48 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 07:49:41,892 Epoch[60] Resetting Data Iterator
2017-03-11 07:49:41,892 Epoch[60] Time cost=2307.120
2017-03-11 07:50:46,374 Epoch[60] Validation-Perplexity=10000000000.013933
2017-03-11 07:54:23,727 Epoch[61] Batch [20]	Speed: 12.01 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 07:58:06,441 Epoch[61] Batch [40]	Speed: 11.49 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 08:01:49,995 Epoch[61] Batch [60]	Speed: 11.45 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 08:05:33,062 Epoch[61] Batch [80]	Speed: 11.48 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 08:09:19,014 Epoch[61] Batch [100]	Speed: 11.33 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 08:13:02,709 Epoch[61] Batch [120]	Speed: 11.44 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 08:16:46,146 Epoch[61] Batch [140]	Speed: 11.46 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 08:20:29,033 Epoch[61] Batch [160]	Speed: 11.49 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 08:24:12,959 Epoch[61] Batch [180]	Speed: 11.43 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 08:27:58,516 Epoch[61] Batch [200]	Speed: 11.35 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 08:29:05,815 Epoch[61] Resetting Data Iterator
2017-03-11 08:29:05,815 Epoch[61] Time cost=2299.441
2017-03-11 08:30:10,515 Epoch[61] Validation-Perplexity=10000000000.013933
2017-03-11 08:33:46,478 Epoch[62] Batch [20]	Speed: 12.07 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 08:37:28,875 Epoch[62] Batch [40]	Speed: 11.51 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 08:41:12,482 Epoch[62] Batch [60]	Speed: 11.45 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 08:44:56,904 Epoch[62] Batch [80]	Speed: 11.41 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 08:48:41,394 Epoch[62] Batch [100]	Speed: 11.40 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 08:52:26,350 Epoch[62] Batch [120]	Speed: 11.38 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 08:56:12,119 Epoch[62] Batch [140]	Speed: 11.34 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 08:59:59,516 Epoch[62] Batch [160]	Speed: 11.26 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 09:03:42,862 Epoch[62] Batch [180]	Speed: 11.46 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 09:07:25,151 Epoch[62] Batch [200]	Speed: 11.52 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 09:08:32,408 Epoch[62] Resetting Data Iterator
2017-03-11 09:08:32,408 Epoch[62] Time cost=2301.892
2017-03-11 09:09:38,659 Epoch[62] Validation-Perplexity=10000000000.013933
2017-03-11 09:13:21,220 Epoch[63] Batch [20]	Speed: 11.71 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 09:17:05,966 Epoch[63] Batch [40]	Speed: 11.39 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 09:20:49,510 Epoch[63] Batch [60]	Speed: 11.45 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 09:24:33,444 Epoch[63] Batch [80]	Speed: 11.43 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 09:28:15,287 Epoch[63] Batch [100]	Speed: 11.54 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 09:32:03,082 Epoch[63] Batch [120]	Speed: 11.24 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 09:35:46,429 Epoch[63] Batch [140]	Speed: 11.46 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 09:39:30,378 Epoch[63] Batch [160]	Speed: 11.43 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 09:43:15,466 Epoch[63] Batch [180]	Speed: 11.37 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 09:47:00,080 Epoch[63] Batch [200]	Speed: 11.40 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 09:48:07,430 Epoch[63] Resetting Data Iterator
2017-03-11 09:48:07,431 Epoch[63] Time cost=2308.772
2017-03-11 09:49:13,111 Epoch[63] Validation-Perplexity=10000000000.013933
2017-03-11 09:52:54,470 Epoch[64] Batch [20]	Speed: 11.78 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 09:56:40,884 Epoch[64] Batch [40]	Speed: 11.31 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 10:00:25,631 Epoch[64] Batch [60]	Speed: 11.39 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 10:04:08,908 Epoch[64] Batch [80]	Speed: 11.47 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 10:07:53,518 Epoch[64] Batch [100]	Speed: 11.40 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 10:11:36,151 Epoch[64] Batch [120]	Speed: 11.50 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 10:15:18,663 Epoch[64] Batch [140]	Speed: 11.50 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 10:19:02,413 Epoch[64] Batch [160]	Speed: 11.44 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 10:22:45,293 Epoch[64] Batch [180]	Speed: 11.49 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 10:26:28,540 Epoch[64] Batch [200]	Speed: 11.47 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 10:27:35,609 Epoch[64] Resetting Data Iterator
2017-03-11 10:27:35,609 Epoch[64] Time cost=2302.498
2017-03-11 10:28:41,197 Epoch[64] Validation-Perplexity=10000000000.013933
2017-03-11 10:32:19,784 Epoch[65] Batch [20]	Speed: 11.94 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 10:36:06,879 Epoch[65] Batch [40]	Speed: 11.27 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 10:39:48,840 Epoch[65] Batch [60]	Speed: 11.53 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 10:43:33,297 Epoch[65] Batch [80]	Speed: 11.41 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 10:47:17,630 Epoch[65] Batch [100]	Speed: 11.41 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 10:51:02,713 Epoch[65] Batch [120]	Speed: 11.37 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 10:54:46,600 Epoch[65] Batch [140]	Speed: 11.43 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 10:58:33,871 Epoch[65] Batch [160]	Speed: 11.26 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 11:02:15,812 Epoch[65] Batch [180]	Speed: 11.53 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 11:05:59,965 Epoch[65] Batch [200]	Speed: 11.42 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 11:07:07,182 Epoch[65] Resetting Data Iterator
2017-03-11 11:07:07,182 Epoch[65] Time cost=2305.985
2017-03-11 11:08:11,585 Epoch[65] Validation-Perplexity=10000000000.013933
2017-03-11 11:11:50,813 Epoch[66] Batch [20]	Speed: 11.90 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 11:15:32,432 Epoch[66] Batch [40]	Speed: 11.55 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 11:19:17,238 Epoch[66] Batch [60]	Speed: 11.39 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 11:23:05,875 Epoch[66] Batch [80]	Speed: 11.20 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 11:26:51,923 Epoch[66] Batch [100]	Speed: 11.33 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 11:30:33,639 Epoch[66] Batch [120]	Speed: 11.55 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 11:34:20,537 Epoch[66] Batch [140]	Speed: 11.28 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 11:38:05,701 Epoch[66] Batch [160]	Speed: 11.37 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 11:41:48,546 Epoch[66] Batch [180]	Speed: 11.49 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 11:45:32,040 Epoch[66] Batch [200]	Speed: 11.45 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 11:46:39,051 Epoch[66] Resetting Data Iterator
2017-03-11 11:46:39,051 Epoch[66] Time cost=2307.466
2017-03-11 11:47:43,315 Epoch[66] Validation-Perplexity=10000000000.013933
2017-03-11 11:51:20,895 Epoch[67] Batch [20]	Speed: 11.99 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 11:55:04,196 Epoch[67] Batch [40]	Speed: 11.46 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 11:58:47,473 Epoch[67] Batch [60]	Speed: 11.47 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 12:02:30,559 Epoch[67] Batch [80]	Speed: 11.48 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 12:06:14,230 Epoch[67] Batch [100]	Speed: 11.45 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 12:09:57,917 Epoch[67] Batch [120]	Speed: 11.44 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 12:13:42,029 Epoch[67] Batch [140]	Speed: 11.42 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 12:17:27,218 Epoch[67] Batch [160]	Speed: 11.37 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 12:21:10,648 Epoch[67] Batch [180]	Speed: 11.46 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 12:24:56,139 Epoch[67] Batch [200]	Speed: 11.35 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 12:26:02,587 Epoch[67] Resetting Data Iterator
2017-03-11 12:26:02,588 Epoch[67] Time cost=2299.272
2017-03-11 12:27:07,633 Epoch[67] Validation-Perplexity=10000000000.013933
2017-03-11 12:30:46,147 Epoch[68] Batch [20]	Speed: 11.96 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 12:34:28,353 Epoch[68] Batch [40]	Speed: 11.52 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 12:38:13,815 Epoch[68] Batch [60]	Speed: 11.35 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 12:41:58,249 Epoch[68] Batch [80]	Speed: 11.41 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 12:45:45,901 Epoch[68] Batch [100]	Speed: 11.25 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 12:49:27,705 Epoch[68] Batch [120]	Speed: 11.54 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 12:53:09,974 Epoch[68] Batch [140]	Speed: 11.52 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 12:56:53,799 Epoch[68] Batch [160]	Speed: 11.44 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 13:00:37,932 Epoch[68] Batch [180]	Speed: 11.42 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 13:04:21,867 Epoch[68] Batch [200]	Speed: 11.43 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 13:05:29,533 Epoch[68] Resetting Data Iterator
2017-03-11 13:05:29,533 Epoch[68] Time cost=2301.900
2017-03-11 13:06:33,773 Epoch[68] Validation-Perplexity=10000000000.013933
2017-03-11 13:10:10,475 Epoch[69] Batch [20]	Speed: 12.06 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 13:13:53,981 Epoch[69] Batch [40]	Speed: 11.45 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 13:17:41,842 Epoch[69] Batch [60]	Speed: 11.23 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 13:21:24,926 Epoch[69] Batch [80]	Speed: 11.48 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 13:25:08,606 Epoch[69] Batch [100]	Speed: 11.44 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 13:28:52,583 Epoch[69] Batch [120]	Speed: 11.43 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 13:32:35,368 Epoch[69] Batch [140]	Speed: 11.49 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 13:36:18,663 Epoch[69] Batch [160]	Speed: 11.46 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 13:40:03,889 Epoch[69] Batch [180]	Speed: 11.37 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 13:43:49,871 Epoch[69] Batch [200]	Speed: 11.33 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 13:44:56,978 Epoch[69] Resetting Data Iterator
2017-03-11 13:44:56,978 Epoch[69] Time cost=2303.205
2017-03-11 13:46:02,278 Epoch[69] Validation-Perplexity=10000000000.013933
2017-03-11 13:49:39,821 Epoch[70] Batch [20]	Speed: 11.99 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 13:53:26,036 Epoch[70] Batch [40]	Speed: 11.32 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 13:57:12,033 Epoch[70] Batch [60]	Speed: 11.33 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 14:00:55,154 Epoch[70] Batch [80]	Speed: 11.47 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 14:04:40,346 Epoch[70] Batch [100]	Speed: 11.37 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 14:08:27,547 Epoch[70] Batch [120]	Speed: 11.27 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 14:12:12,640 Epoch[70] Batch [140]	Speed: 11.37 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 14:15:54,344 Epoch[70] Batch [160]	Speed: 11.55 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 14:19:36,297 Epoch[70] Batch [180]	Speed: 11.53 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 14:23:19,235 Epoch[70] Batch [200]	Speed: 11.48 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 14:24:26,632 Epoch[70] Resetting Data Iterator
2017-03-11 14:24:26,633 Epoch[70] Time cost=2304.354
2017-03-11 14:25:31,214 Epoch[70] Validation-Perplexity=10000000000.013933
2017-03-11 14:29:06,863 Epoch[71] Batch [20]	Speed: 12.09 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 14:32:52,609 Epoch[71] Batch [40]	Speed: 11.34 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 14:36:38,348 Epoch[71] Batch [60]	Speed: 11.34 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 14:40:23,800 Epoch[71] Batch [80]	Speed: 11.35 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 14:44:06,892 Epoch[71] Batch [100]	Speed: 11.48 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 14:47:54,397 Epoch[71] Batch [120]	Speed: 11.25 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 14:51:37,611 Epoch[71] Batch [140]	Speed: 11.47 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 14:55:23,174 Epoch[71] Batch [160]	Speed: 11.35 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 14:59:09,037 Epoch[71] Batch [180]	Speed: 11.33 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 15:02:56,590 Epoch[71] Batch [200]	Speed: 11.25 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 15:04:03,570 Epoch[71] Resetting Data Iterator
2017-03-11 15:04:03,570 Epoch[71] Time cost=2312.355
2017-03-11 15:05:08,385 Epoch[71] Validation-Perplexity=10000000000.013933
2017-03-11 15:08:44,063 Epoch[72] Batch [20]	Speed: 12.10 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 15:12:25,433 Epoch[72] Batch [40]	Speed: 11.56 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 15:16:07,933 Epoch[72] Batch [60]	Speed: 11.51 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 15:19:52,411 Epoch[72] Batch [80]	Speed: 11.40 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 15:23:39,237 Epoch[72] Batch [100]	Speed: 11.29 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 15:27:21,259 Epoch[72] Batch [120]	Speed: 11.53 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 15:31:07,227 Epoch[72] Batch [140]	Speed: 11.33 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 15:34:50,591 Epoch[72] Batch [160]	Speed: 11.46 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 15:38:33,742 Epoch[72] Batch [180]	Speed: 11.47 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 15:42:17,398 Epoch[72] Batch [200]	Speed: 11.45 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 15:43:24,232 Epoch[72] Resetting Data Iterator
2017-03-11 15:43:24,233 Epoch[72] Time cost=2295.847
2017-03-11 15:44:29,301 Epoch[72] Validation-Perplexity=10000000000.013933
2017-03-11 15:48:05,367 Epoch[73] Batch [20]	Speed: 12.07 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 15:51:49,382 Epoch[73] Batch [40]	Speed: 11.43 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 15:55:33,968 Epoch[73] Batch [60]	Speed: 11.40 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 15:59:19,950 Epoch[73] Batch [80]	Speed: 11.33 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 16:03:04,489 Epoch[73] Batch [100]	Speed: 11.40 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 16:06:50,344 Epoch[73] Batch [120]	Speed: 11.33 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 16:10:37,812 Epoch[73] Batch [140]	Speed: 11.25 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 16:14:20,678 Epoch[73] Batch [160]	Speed: 11.49 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 16:18:05,154 Epoch[73] Batch [180]	Speed: 11.40 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 16:21:50,872 Epoch[73] Batch [200]	Speed: 11.34 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 16:22:57,583 Epoch[73] Resetting Data Iterator
2017-03-11 16:22:57,583 Epoch[73] Time cost=2308.282
2017-03-11 16:24:02,713 Epoch[73] Validation-Perplexity=10000000000.013933
2017-03-11 16:27:40,056 Epoch[74] Batch [20]	Speed: 12.00 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 16:31:23,621 Epoch[74] Batch [40]	Speed: 11.45 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 16:35:10,537 Epoch[74] Batch [60]	Speed: 11.28 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 16:38:54,826 Epoch[74] Batch [80]	Speed: 11.41 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 16:42:42,432 Epoch[74] Batch [100]	Speed: 11.25 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 16:46:27,348 Epoch[74] Batch [120]	Speed: 11.38 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 16:50:16,007 Epoch[74] Batch [140]	Speed: 11.20 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 16:53:59,780 Epoch[74] Batch [160]	Speed: 11.44 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 16:57:41,963 Epoch[74] Batch [180]	Speed: 11.52 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 17:01:26,193 Epoch[74] Batch [200]	Speed: 11.42 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 17:02:32,977 Epoch[74] Resetting Data Iterator
2017-03-11 17:02:32,978 Epoch[74] Time cost=2310.264
2017-03-11 17:03:37,325 Epoch[74] Validation-Perplexity=10000000000.013933
2017-03-11 17:07:14,894 Epoch[75] Batch [20]	Speed: 11.99 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 17:10:56,783 Epoch[75] Batch [40]	Speed: 11.54 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 17:14:40,446 Epoch[75] Batch [60]	Speed: 11.45 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 17:18:23,357 Epoch[75] Batch [80]	Speed: 11.48 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 17:22:06,319 Epoch[75] Batch [100]	Speed: 11.48 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 17:25:50,721 Epoch[75] Batch [120]	Speed: 11.41 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 17:29:33,442 Epoch[75] Batch [140]	Speed: 11.49 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 17:33:17,433 Epoch[75] Batch [160]	Speed: 11.43 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 17:37:00,044 Epoch[75] Batch [180]	Speed: 11.50 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 17:40:44,099 Epoch[75] Batch [200]	Speed: 11.43 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 17:41:50,869 Epoch[75] Resetting Data Iterator
2017-03-11 17:41:50,870 Epoch[75] Time cost=2293.544
2017-03-11 17:42:55,472 Epoch[75] Validation-Perplexity=10000000000.013933
2017-03-11 17:46:35,167 Epoch[76] Batch [20]	Speed: 11.87 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 17:50:17,627 Epoch[76] Batch [40]	Speed: 11.51 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 17:54:01,181 Epoch[76] Batch [60]	Speed: 11.45 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 17:57:45,600 Epoch[76] Batch [80]	Speed: 11.41 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 18:01:28,998 Epoch[76] Batch [100]	Speed: 11.46 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 18:05:13,970 Epoch[76] Batch [120]	Speed: 11.38 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 18:08:59,447 Epoch[76] Batch [140]	Speed: 11.35 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 18:12:43,357 Epoch[76] Batch [160]	Speed: 11.43 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 18:16:27,173 Epoch[76] Batch [180]	Speed: 11.44 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 18:20:15,053 Epoch[76] Batch [200]	Speed: 11.23 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 18:21:22,996 Epoch[76] Resetting Data Iterator
2017-03-11 18:21:22,996 Epoch[76] Time cost=2307.524
2017-03-11 18:22:27,782 Epoch[76] Validation-Perplexity=10000000000.013933
2017-03-11 18:26:05,368 Epoch[77] Batch [20]	Speed: 12.00 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 18:29:48,778 Epoch[77] Batch [40]	Speed: 11.46 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 18:33:32,747 Epoch[77] Batch [60]	Speed: 11.43 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 18:37:18,610 Epoch[77] Batch [80]	Speed: 11.33 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 18:41:02,213 Epoch[77] Batch [100]	Speed: 11.45 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 18:44:47,140 Epoch[77] Batch [120]	Speed: 11.38 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 18:48:32,137 Epoch[77] Batch [140]	Speed: 11.38 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 18:52:15,370 Epoch[77] Batch [160]	Speed: 11.47 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 18:56:00,453 Epoch[77] Batch [180]	Speed: 11.37 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 18:59:44,502 Epoch[77] Batch [200]	Speed: 11.43 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 19:00:52,539 Epoch[77] Resetting Data Iterator
2017-03-11 19:00:52,539 Epoch[77] Time cost=2304.757
2017-03-11 19:01:57,509 Epoch[77] Validation-Perplexity=10000000000.013933
2017-03-11 19:05:37,388 Epoch[78] Batch [20]	Speed: 11.87 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 19:09:21,213 Epoch[78] Batch [40]	Speed: 11.44 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 19:13:05,041 Epoch[78] Batch [60]	Speed: 11.44 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 19:16:51,284 Epoch[78] Batch [80]	Speed: 11.32 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 19:20:35,103 Epoch[78] Batch [100]	Speed: 11.44 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 19:24:22,033 Epoch[78] Batch [120]	Speed: 11.28 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 19:28:07,557 Epoch[78] Batch [140]	Speed: 11.35 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 19:31:51,200 Epoch[78] Batch [160]	Speed: 11.45 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 19:35:37,260 Epoch[78] Batch [180]	Speed: 11.32 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 19:39:20,072 Epoch[78] Batch [200]	Speed: 11.49 samples/sec	Train-Perplexity=10000000000.013927
2017-03-11 19:40:27,113 Epoch[78] Resetting Data Iterator
2017-03-11 19:40:27,113 Epoch[78] Time cost=2309.603
